============================================================
HW2: LLM Inference Optimization
Model: Tiny random Llama (2 layers, d_model=2048)
============================================================

--- Part 1: Slow baseline ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::rsqrt         0.20%      73.331us         0.38%     135.490us       9.033us      17.472us         0.14%      17.472us       1.165us           0 B           0 B      60.00 KB      60.00 KB            15  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      17.472us         0.14%      17.472us       1.165us           0 B           0 B           0 B           0 B            15  
                                               aten::le         0.26%      94.239us         0.64%     231.126us      38.521us      13.472us         0.11%      26.944us       4.491us           0 B           0 B       6.75 MB       3.38 MB             6  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      13.472us         0.11%      13.472us       4.491us           0 B           0 B           0 B           0 B             3  
                                           aten::gather         0.12%      43.013us         0.19%      69.425us      23.142us      11.807us         0.09%      11.807us       3.936us           0 B           0 B           0 B           0 B             3  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us      11.807us         0.09%      11.807us       3.936us           0 B           0 B           0 B           0 B             3  
                                           aten::arange         0.24%      87.324us         1.02%     368.120us      15.338us      11.489us         0.09%      22.978us       0.957us           0 B           0 B     108.00 KB           0 B            24  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us      11.489us         0.09%      11.489us       0.957us           0 B           0 B           0 B           0 B            12  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      10.111us         0.08%      10.111us       3.370us           0 B           0 B           0 B           0 B             3  
                                              aten::bmm         0.30%     106.042us         0.35%     125.794us      41.931us       8.929us         0.07%       8.929us       2.976us           0 B           0 B       1.50 MB       1.50 MB             3  
void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8...         0.00%       0.000us         0.00%       0.000us       0.000us       8.929us         0.07%       8.929us       2.976us           0 B           0 B           0 B           0 B             3  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       8.159us         0.06%       8.159us       1.360us           0 B           0 B           0 B           0 B             6  
                                              aten::cos         0.06%      22.327us         0.11%      37.813us      12.604us       6.592us         0.05%       6.592us       2.197us           0 B           0 B       3.00 MB       3.00 MB             3  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.592us         0.05%       6.592us       2.197us           0 B           0 B           0 B           0 B             3  
                                              aten::sin         0.05%      17.064us         0.09%      31.313us      10.438us       6.592us         0.05%       6.592us       2.197us           0 B           0 B       3.00 MB       3.00 MB             3  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.592us         0.05%       6.592us       2.197us           0 B           0 B           0 B           0 B             3  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       4.640us         0.04%       4.640us       1.547us           0 B           0 B           0 B           0 B             3  
                                             aten::add_         0.06%      22.746us         0.11%      39.148us      13.049us       3.871us         0.03%       3.871us       1.290us           0 B           0 B           0 B           0 B             3  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us       3.871us         0.03%       3.871us       1.290us           0 B           0 B           0 B           0 B             3  
                                          ProfilerStep*         0.32%     114.283us        99.95%      35.924ms      11.975ms       0.000us         0.00%      12.707ms       4.236ms           0 B           0 B      51.00 KB           0 B             3  
                                        model inference        25.03%       8.995ms        99.64%      35.810ms      11.937ms       0.000us         0.00%      12.707ms       4.236ms           0 B        -552 B      51.00 KB      -1.25 GB             3  
                                            aten::empty         0.87%     313.233us         0.87%     313.233us       2.822us       0.000us         0.00%       0.000us       0.000us         352 B         352 B     126.01 MB     126.01 MB           111  
                                          aten::resize_         0.15%      55.621us         0.15%      55.621us       2.649us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      29.30 MB      29.30 MB            21  
                                       cudaLaunchKernel         5.71%       2.054ms         5.71%       2.054ms       5.566us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           369  
                                        aten::embedding         0.05%      18.279us         0.52%     185.612us      61.871us       0.000us         0.00%      11.807us       3.936us           0 B           0 B      12.00 MB           0 B             3  
                                          aten::reshape         0.21%      77.191us         0.37%     131.867us       2.198us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            60  
                                             aten::view         0.28%     101.397us         0.28%     101.397us       1.165us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            87  
                                     aten::index_select         0.10%      37.171us         0.40%     144.590us      48.197us       0.000us         0.00%      11.807us       3.936us           0 B           0 B      12.00 MB           0 B             3  
                                           aten::expand         0.22%      78.568us         0.28%      99.928us       4.164us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24  
                                       aten::as_strided         0.70%     250.406us         0.70%     250.406us       0.720us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           348  
                                        aten::unsqueeze         0.29%     105.900us         0.39%     138.610us       2.310us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            60  
                                               aten::to         0.32%     116.478us        13.59%       4.883ms      45.213us       0.000us         0.00%     196.189us       1.817us         288 B           0 B     183.03 MB           0 B           108  
                                         aten::_to_copy         0.73%     262.012us        13.26%       4.767ms      61.110us       0.000us         0.00%     196.189us       2.515us         288 B           0 B     183.03 MB           0 B            78  
                                    aten::empty_strided         1.01%     362.986us         1.01%     362.986us       3.270us       0.000us         0.00%       0.000us       0.000us         288 B         288 B     183.05 MB     183.05 MB           111  
                                           aten::matmul         0.47%     168.931us         3.76%       1.352ms      28.177us       0.000us         0.00%       1.016ms      21.175us           0 B           0 B     265.52 MB           0 B            48  
                                 cudaDeviceGetAttribute         0.01%       2.498us         0.01%       2.498us       0.833us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                         cuLaunchKernel         0.05%      17.254us         0.05%      17.254us       5.751us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                     aten::_unsafe_view         0.10%      35.934us         0.10%      35.934us       0.749us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                        aten::transpose         0.42%     152.602us         0.60%     216.344us       2.254us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            96  
                                      aten::result_type         0.02%       7.641us         0.02%       7.641us       0.509us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            15  
                                           aten::linear         0.21%      74.553us         4.00%       1.439ms      31.976us       0.000us         0.00%       1.007ms      22.388us           0 B           0 B     264.02 MB           0 B            45  
                                                aten::t         0.20%      71.085us         0.52%     186.033us       4.134us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            45  
                                       cuLaunchKernelEx         0.68%     245.673us         0.68%     245.673us       5.459us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            45  
                                            aten::slice         0.14%      50.167us         0.19%      69.860us       2.587us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            27  
                                            aten::zeros         0.10%      34.536us         0.51%     183.698us      15.308us       0.000us         0.00%      28.351us       2.363us           0 B           0 B      54.00 MB           0 B            12  
                                            aten::zero_         0.06%      22.528us         0.31%     111.977us       9.331us       0.000us         0.00%      28.351us       2.363us           0 B           0 B           0 B           0 B            12  
                                            aten::alias         0.02%       8.948us         0.02%       8.948us       1.491us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6  
                     aten::scaled_dot_product_attention         0.21%      77.127us         1.79%     643.716us     107.286us       0.000us         0.00%     590.496us      98.416us           0 B         -96 B      24.00 MB     -17.25 MB             6  
                                    aten::scalar_tensor         0.08%      27.326us         0.39%     140.822us      11.735us       0.000us         0.00%      12.192us       1.016us           0 B           0 B       6.00 KB           0 B            12  
          aten::_scaled_dot_product_efficient_attention         0.10%      35.386us         0.71%     255.464us      42.577us       0.000us         0.00%     543.680us      90.613us          96 B           0 B      24.00 MB           0 B             6  
                                  cudaStreamIsCapturing         0.08%      30.265us         0.08%      30.265us       0.776us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            39  
                                   cudaFuncSetAttribute         0.03%       9.279us         0.03%       9.279us       1.546us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6  
                                           aten::select         0.65%     232.627us         0.85%     306.059us       4.081us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            75  
                                        cudaMemcpyAsync         3.13%       1.125ms         3.13%       1.125ms      10.713us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           105  
                                  cudaStreamSynchronize         8.88%       3.192ms         8.88%       3.192ms      88.662us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                       aten::lift_fresh         0.06%      22.007us         0.06%      22.007us       0.667us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            33  
                                          aten::detach_         0.04%      14.423us         0.04%      14.423us       0.437us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            33  
                               TorchDynamo Cache Lookup         6.87%       2.469ms         6.87%       2.469ms      74.810us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            33  
                                      Pregraph bytecode         1.00%     360.296us         1.00%     360.296us      10.918us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            33  
                 AOTDispatcher Runtime Wrapper Prologue         0.76%     271.412us         0.76%     271.412us       8.225us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            33  
## Call CompiledFxGraph fyrrmoclfbxx72upnmopxl66mkyd...        16.44%       5.910ms        22.82%       8.203ms     248.569us       0.000us         0.00%      47.706us       1.446us           0 B           0 B           0 B           0 B            33  
                                        cudaGraphLaunch         4.64%       1.668ms         4.64%       1.668ms      50.532us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            33  
                                   cudaDriverGetVersion         0.01%       3.482us         0.01%       3.482us       0.106us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            33  
                                            aten::clone         0.30%     108.807us         2.05%     737.258us      22.341us       0.000us         0.00%      43.294us       1.312us           0 B           0 B      16.50 KB           0 B            33  
                                     aten::resolve_conj         0.01%       2.076us         0.01%       2.076us       0.692us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                      aten::resolve_neg         0.00%       1.284us         0.00%       1.284us       0.428us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                  cudaDeviceSynchronize         0.05%      16.883us         0.05%      16.883us      16.883us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 35.941ms
Self CUDA time total: 12.707ms

optimised: 128 tokens in 0.06s (2082.1 tok/s)
Token preview: [775, 1973, 97, 2453, 295, 695, 775, 866]

============================================================
SUMMARY
============================================================
  Slow:        0.96s
  Optimized:   0.06s
  Speedup:    15.55x  (vs V0 slow baseline)
