============================================================
HW2: LLM Inference Optimization
Model: Tiny random Llama (2 layers, d_model=2048)
============================================================

--- Part 1: Slow baseline ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
triton_poi_fused__to_copy_arange_bmm_expand_unsqueez...         0.32%     260.486us         0.51%     412.950us      12.514us      31.841us         0.27%      31.841us       0.965us           0 B           0 B           0 B           0 B            33  
triton_poi_fused__to_copy_arange_bmm_expand_unsqueez...         0.00%       0.000us         0.00%       0.000us       0.000us      31.841us         0.27%      31.841us       0.965us           0 B           0 B           0 B           0 B            33  
triton_red_fused__to_copy__unsafe_view_add_mean_mul_...         0.05%      40.225us         0.07%      55.145us      18.382us      16.128us         0.14%      16.128us       5.376us           0 B           0 B           0 B           0 B             3  
triton_red_fused__to_copy__unsafe_view_add_mean_mul_...         0.00%       0.000us         0.00%       0.000us       0.000us      16.128us         0.14%      16.128us       5.376us           0 B           0 B           0 B           0 B             3  
void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8...         0.00%       0.000us         0.00%       0.000us       0.000us       8.928us         0.08%       8.928us       2.976us           0 B           0 B           0 B           0 B             3  
triton_poi_fused_add_arange_expand_le_scalar_tensor_...         0.03%      25.100us         0.05%      38.334us      12.778us       4.832us         0.04%       4.832us       1.611us           0 B           0 B           0 B           0 B             3  
triton_poi_fused_add_arange_expand_le_scalar_tensor_...         0.00%       0.000us         0.00%       0.000us       0.000us       4.832us         0.04%       4.832us       1.611us           0 B           0 B           0 B           0 B             3  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       4.768us         0.04%       4.768us       1.589us           0 B           0 B           0 B           0 B             3  
           triton_poi_fused__to_copy_arange_unsqueeze_2         0.03%      25.935us         0.05%      42.023us      14.008us       2.912us         0.02%       2.912us       0.971us           0 B           0 B           0 B           0 B             3  
           triton_poi_fused__to_copy_arange_unsqueeze_2         0.00%       0.000us         0.00%       0.000us       0.000us       2.912us         0.02%       2.912us       0.971us           0 B           0 B           0 B           0 B             3  
                                          ProfilerStep*         0.16%     131.339us        99.99%      80.904ms      26.968ms       0.000us         0.00%      11.877ms       3.959ms           0 B           0 B           0 B           0 B             3  
                                        model inference         5.10%       4.125ms        99.83%      80.773ms      26.924ms       0.000us         0.00%      11.877ms       3.959ms           0 B      -1.41 KB           0 B    -975.58 MB             3  
                                            aten::empty         1.20%     971.569us         1.20%     971.569us       2.676us       0.000us         0.00%       0.000us       0.000us       1.12 KB       1.12 KB      73.03 MB      73.03 MB           363  
                               TorchDynamo Cache Lookup         4.58%       3.708ms         4.58%       3.708ms     102.997us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                             Torch-Compiled Region: 0/0         0.54%     440.114us         6.60%       5.344ms       1.781ms       0.000us         0.00%       1.714ms     571.464us          96 B           0 B     439.77 MB           0 B             3  
                                      Pregraph bytecode         1.19%     963.648us         1.19%     963.648us      26.768us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                 AOTDispatcher Runtime Wrapper Prologue         0.71%     573.426us         0.71%     573.426us      15.928us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                       CompiledFunction         7.94%       6.424ms        79.13%      64.025ms       1.778ms       0.000us         0.00%      11.662ms     323.953us       1.12 KB           0 B     975.56 MB           0 B            36  
## Call CompiledFxGraph fkidgvjweeodia36fjgjpishep5f...         3.09%       2.499ms         5.30%       4.286ms       1.429ms       0.000us         0.00%       1.714ms     571.464us          96 B           0 B     439.77 MB     415.58 MB             3  
                                         cuLaunchKernel         3.71%       3.001ms         3.71%       3.001ms       4.764us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           630  
                                 cudaDeviceGetAttribute         0.04%      30.614us         0.04%      30.614us       0.850us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                       cuLaunchKernelEx         3.01%       2.439ms         3.01%       2.439ms       4.517us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           540  
          aten::_scaled_dot_product_efficient_attention         0.75%     605.165us         4.56%       3.687ms      51.210us       0.000us         0.00%       4.479ms      62.215us       1.12 KB           0 B      24.51 MB           0 B            72  
                                        aten::transpose         0.60%     484.651us         0.89%     723.550us       2.512us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           288  
                                       aten::as_strided         0.45%     364.016us         0.45%     364.016us       0.837us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           435  
                                  cudaStreamIsCapturing         0.09%      69.758us         0.09%      69.758us       0.969us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                   cudaFuncSetAttribute         0.12%      94.070us         0.12%      94.070us       1.307us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                       cudaLaunchKernel         1.29%       1.046ms         1.29%       1.046ms       6.012us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           174  
                                           aten::select         0.53%     425.689us         0.62%     504.628us       6.728us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            75  
                                        cudaMemcpyAsync         0.64%     520.489us         0.64%     520.489us      13.346us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            39  
                                        aten::unsqueeze         0.17%     135.043us         0.19%     157.318us       4.370us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                             Torch-Compiled Region: 0/1         0.42%     336.223us         6.75%       5.463ms       1.821ms       0.000us         0.00%     905.762us     301.921us          96 B           0 B      48.47 MB           0 B             3  
## Call CompiledFxGraph fs77i5ukpg6dqypqmk7nlgbpe6pq...         3.19%       2.578ms         5.55%       4.493ms       1.498ms       0.000us         0.00%     905.762us     301.921us          96 B           0 B      48.47 MB      48.44 MB             3  
                                           aten::detach         0.06%      49.021us         0.22%     176.331us       5.343us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            33  
                                                 detach         0.16%     127.310us         0.16%     127.310us       3.858us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            33  
                             Torch-Compiled Region: 0/2         4.86%       3.929ms        73.49%      59.461ms       1.982ms       0.000us         0.00%       9.042ms     301.405us         960 B           0 B     487.32 MB           0 B            30  
## Call CompiledFxGraph fzamgvrm2e6yuzuvbicb3kep5ss6...        36.99%      29.929ms        60.12%      48.646ms       1.622ms       0.000us         0.00%       9.042ms     301.405us         960 B           0 B     487.32 MB     487.03 MB            30  
                                     aten::resolve_conj         0.00%       1.712us         0.00%       1.712us       0.571us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                      aten::resolve_neg         0.00%       1.184us         0.00%       1.184us       0.395us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                               aten::to         0.01%       5.399us         0.13%     103.726us      34.575us       0.000us         0.00%       4.768us       1.589us         288 B           0 B           0 B           0 B             3  
                                         aten::_to_copy         0.02%      16.073us         0.12%      98.327us      32.776us       0.000us         0.00%       4.768us       1.589us         288 B           0 B           0 B           0 B             3  
                                    aten::empty_strided         0.01%      10.575us         0.01%      10.575us       3.525us       0.000us         0.00%       0.000us       0.000us         288 B         288 B           0 B           0 B             3  
                                  cudaStreamSynchronize         0.01%      12.017us         0.01%      12.017us       4.006us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                  cudaDeviceSynchronize         0.01%       8.570us         0.01%       8.570us       8.570us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 80.913ms
Self CUDA time total: 11.877ms

optimised: 128 tokens in 0.15s (852.6 tok/s)
Token preview: [775, 1973, 97, 2453, 295, 695, 775, 866]

============================================================
SUMMARY
============================================================
  Slow:        0.96s
  Optimized:   0.15s
  Speedup:     6.39x  (vs V0 slow baseline)
