============================================================
HW2: LLM Inference Optimization
Model: Tiny random Llama (2 layers, d_model=2048)
============================================================

--- Part 1: Slow baseline ---
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                           aten::arange         0.29%     337.399us         0.97%       1.114ms      15.472us      35.135us         0.25%      70.270us       0.976us           0 B           0 B      81.00 KB           0 B            72  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us      35.135us         0.25%      35.135us       0.976us           0 B           0 B           0 B           0 B            36  
                                           aten::gather         0.05%      54.051us         0.10%     116.131us      38.710us      11.840us         0.09%      11.840us       3.947us           0 B           0 B           0 B           0 B             3  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us      11.840us         0.09%      11.840us       3.947us           0 B           0 B           0 B           0 B             3  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us      10.016us         0.07%      10.016us       3.339us           0 B           0 B           0 B           0 B             3  
void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8...         0.00%       0.000us         0.00%       0.000us       0.000us       9.056us         0.07%       9.056us       3.019us           0 B           0 B           0 B           0 B             3  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       4.799us         0.03%       4.799us       1.600us           0 B           0 B           0 B           0 B             3  
                                          ProfilerStep*         0.13%     149.902us        99.99%     114.572ms      38.191ms       0.000us         0.00%      13.856ms       4.619ms           0 B           0 B           0 B           0 B             3  
                                        model inference        36.80%      42.162ms        99.86%     114.422ms      38.141ms       0.000us         0.00%      13.856ms       4.619ms           0 B        -288 B           0 B      -1.78 GB             3  
                                            aten::empty         1.22%       1.400ms         1.22%       1.400ms       2.698us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     105.50 MB     105.50 MB           519  
                                        aten::embedding         0.27%     314.097us         1.23%       1.407ms      39.093us       0.000us         0.00%      79.234us       2.201us           0 B           0 B      12.13 MB           0 B            36  
                                          aten::reshape         0.67%     766.059us         1.70%       1.952ms       2.711us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           720  
                                             aten::view         1.37%       1.567ms         1.37%       1.567ms       1.607us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           975  
                                          aten::resize_         0.17%     198.061us         0.17%     198.061us       2.751us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      12.17 MB      12.17 MB            72  
                                           aten::expand         0.24%     273.620us         0.29%     337.272us       3.038us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           111  
                                       aten::as_strided         1.19%       1.369ms         1.19%       1.369ms       0.687us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1992  
                                       cudaLaunchKernel        12.59%      14.423ms        12.59%      14.423ms       4.460us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          3234  
                                        aten::unsqueeze         0.69%     790.733us         0.87%     992.184us       3.062us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           324  
                                               aten::to         0.65%     739.837us         7.66%       8.777ms      10.877us       0.000us         0.00%     972.145us       1.205us         288 B           0 B     185.01 MB           0 B           807  
                                         aten::_to_copy         1.70%       1.953ms         7.01%       8.038ms      15.487us       0.000us         0.00%     972.145us       1.873us         288 B           0 B     185.01 MB           0 B           519  
                                    aten::empty_strided         1.64%       1.882ms         1.64%       1.882ms       3.184us       0.000us         0.00%       0.000us       0.000us         288 B         288 B     209.27 MB     209.27 MB           591  
                                           aten::matmul         1.91%       2.185ms        15.86%      18.170ms      31.545us       0.000us         0.00%       5.592ms       9.709us           0 B           0 B     292.61 MB           0 B           576  
                                 cudaDeviceGetAttribute         0.03%      30.575us         0.03%      30.575us       0.849us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                         cuLaunchKernel         0.17%     189.603us         0.17%     189.603us       5.267us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                     aten::_unsafe_view         0.77%     886.539us         0.77%     886.539us       1.539us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           576  
                                        aten::transpose         1.89%       2.167ms         2.60%       2.975ms       2.583us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1152  
                                      aten::result_type         0.10%     110.361us         0.10%     110.361us       0.613us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           180  
                                           aten::linear         0.77%     885.043us        17.05%      19.539ms      36.183us       0.000us         0.00%       5.484ms      10.156us           0 B           0 B     291.09 MB           0 B           540  
                                                aten::t         0.99%       1.133ms         2.14%       2.452ms       4.540us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           540  
                                       cuLaunchKernelEx         2.30%       2.630ms         2.30%       2.630ms       4.870us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           540  
                                            aten::slice         0.85%     978.571us         1.04%       1.191ms       4.137us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           288  
                                       aten::lift_fresh         0.00%       4.740us         0.00%       4.740us       0.395us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12  
                                          aten::detach_         0.01%      12.512us         0.02%      17.331us       1.444us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12  
                                                detach_         0.00%       4.819us         0.00%       4.819us       0.402us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12  
                     aten::scaled_dot_product_attention         0.51%     587.896us         4.87%       5.583ms      77.543us       0.000us         0.00%       1.216ms      16.882us           0 B           0 B      24.55 MB           0 B            72  
              aten::_scaled_dot_product_flash_attention         0.70%     807.657us         4.36%       4.995ms      69.378us       0.000us         0.00%       1.216ms      16.882us           0 B           0 B      24.55 MB           0 B            72  
                                       aten::empty_like         0.15%     171.900us         0.39%     441.241us       6.128us       0.000us         0.00%       0.000us       0.000us           0 B           0 B      24.26 MB           0 B            72  
                                   cudaFuncSetAttribute         0.10%     117.184us         0.10%     117.184us       1.628us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            72  
                                            aten::alias         0.11%     130.777us         0.11%     130.777us       3.633us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            36  
                                           aten::select         0.27%     308.440us         0.32%     366.043us       4.881us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            75  
                                        cudaMemcpyAsync         0.48%     545.551us         0.48%     545.551us      13.988us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            39  
                                     aten::resolve_conj         0.00%       1.462us         0.00%       1.462us       0.487us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                      aten::resolve_neg         0.00%       1.027us         0.00%       1.027us       0.342us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                  cudaStreamSynchronize         0.02%      25.434us         0.02%      25.434us       8.478us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                  cudaDeviceSynchronize         0.01%      10.900us         0.01%      10.900us      10.900us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 114.583ms
Self CUDA time total: 13.856ms

optimised: 128 tokens in 0.28s (456.2 tok/s)
Token preview: [775, 1973, 97, 2453, 295, 695, 775, 866]

============================================================
SUMMARY
============================================================
  Slow:        0.96s
  Optimized:   0.28s
  Speedup:     3.40x  (vs V0 slow baseline)
